" quarter@br","min@br","sec@br"," team@br"," eventtype@br","assist_0@br","assist_1@br","awayjumpball_0@br","awayjumpball_1@br","block_0@br","block_1@br","entered_0@br","entered_1@br","homejumpball_0@br","homejumpball_1@br","left_0@br","left_1@br"," numfreeshot@br","opponent_0@br","opponent_1@br"," outof@br","player_0@br","player_1@br"," points@br"," reason@br"," result@br"," type@br"," score@br"," shotdistance@br"," x@br"," y@br","split_0@br","split_1@br"," quarter@NBA","min@NBA","sec@NBA"," team@NBA"," eventtype@NBA"," assist@NBA"," awayjumpball@NBA"," block@NBA"," entered@NBA"," homejumpball@NBA"," left@NBA"," numfreeshot@NBA"," opponent@NBA"," outof@NBA"," player@NBA"," points@NBA"," possession@NBA"," reason@NBA"," result@NBA"," steal@NBA"," type@NBA"," score@NBA"," shotdistance@NBA"," url @NBA","Confidence"
"1","12","00.0","","jumpball","","","Brandan","Wright","","","","","Dwight","Howard","","","","","","","","","","","","","","","","","","","1","12","00","Los Angeles Lakers","jumpball","","Wright","","","Howard","","","","","","","","","","","","","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=1","73"
"1","11","37.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Elton","Brand","2","","missed","jumper","0-0","19","79","125","","","1","11","37","Dallas Mavericks","shot","","","","","","","","","","Brand","","","","missed","","Jump Shot","","19","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=2","80"
"1","11","36.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Dwight","Howard","","","","Defensive","0-0","","","","","","1","11","36","Los Angeles Lakers","rebound","","","","","","","","","","Howard","","","","","","","","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=3","80"
"1","11","18.0","Los Angeles Lakers","shot","","","","","Brandan","Wright","","","","","","","","","","","Metta","World Peace","2","","missed","layup","0-0","3","240","80","","","1","11","18","Los Angeles Lakers","shot","","","Wright","","","","","","","World Peace","","","","missed","","Driving Layup","","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=4","82"
"1","11","16.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Shawn","Marion","","","","Defensive","0-0","","","","","","1","11","16","Dallas Mavericks","rebound","","","","","","","","","","Marion","","","","","","","","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=5","80"
"1","11","11.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Darren","Collison","2","","missed","jumper","0-0","5","237","98","","","1","11","11","Dallas Mavericks","shot","","","","","","","","","","Collison","","","","missed","","Pullup Jump Shot","","5","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=6","80"
"1","11","10.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","O.J.","Mayo","","","","Offensive","0-0","","","","","","1","11","10","Dallas Mavericks","rebound","","","","","","","","","","Mayo","","","","","","","","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=7","80"
"1","11","08.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Elton","Brand","2","","missed","jumper","0-0","7","182","59","","","1","11","08","Dallas Mavericks","shot","","","","","","","","","","Brand","","","","missed","","Jump Shot","","7","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=8","80"
"1","11","07.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Steve","Nash","","","","Defensive","0-0","","","","","","1","11","07","Los Angeles Lakers","rebound","","","","","","","","","","Nash","","","","","","","","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=9","80"
"1","10","58.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Dwight","Howard","2","","missed","dunk","0-0","3","239","83","","","1","10","58","Los Angeles Lakers","shot","","","","","","","","","","Howard","","","","missed","","Dunk","","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=10","82"
"1","10","55.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Metta","World Peace","","","","Offensive","0-0","","","","","","1","10","55","Los Angeles Lakers","rebound","","","","","","","","","","World Peace","","","","","","","","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=11","80"
"1","10","52.0","Los Angeles Lakers","shot","Metta","World Peace","","","","","","","","","","","","","","","Steve","Nash","3","","made","jumper","0-3","26","410","255","","","1","10","52","Los Angeles Lakers","shot","World Peace","","","","","","","","","Nash","3","","","made","","3PT Jump Shot","0-3","26","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=12","84"
"1","10","38.0","Dallas Mavericks","shot","Darren","Collison","","","","","","","","","","","","","","","O.J.","Mayo","3","","made","jumper","3-3","22","27","36","","","1","10","38","Dallas Mavericks","shot","Collison","","","","","","","","","Mayo","3","","","made","","3PT Jump Shot","3-3","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=13","82"
"1","10","17.0","Los Angeles Lakers","shot","Metta","World Peace","","","","","","","","","","","","","","","Dwight","Howard","2","","made","shot","3-5","8","268","132","","","1","10","17","Los Angeles Lakers","shot","World Peace","","","","","","","","","Howard","2","","","made","","Running Hook Shot","3-5","8","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=14","84"
"1","10","03.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Shawn","Marion","2","","missed","shot","3-5","11","145","95","","","1","10","03","Dallas Mavericks","shot","","","","","","","","","","Marion","","","","missed","","Floating Jump Shot","3-5","11","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=15","80"
"1","10","02.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Pau","Gasol","","","","Defensive","3-5","","","","","","1","10","02","Los Angeles Lakers","rebound","","","","","","","","","","Gasol","","","","","","","3-5","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=16","80"
"1","9","45.0","Los Angeles Lakers","shot","","","","","Brandan","Wright","","","","","","","","","","","Pau","Gasol","2","","missed","layup","3-5","3","227","72","","","1","9","45","Los Angeles Lakers","shot","","","Wright","","","","","","","Gasol","","","","missed","","Layup","3-5","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=18","84"
"1","9","43.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Metta","World Peace","","","","Offensive","3-5","","","","","","1","9","43","Los Angeles Lakers","rebound","","","","","","","","","","World Peace","","","","","","","3-5","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=19","80"
"1","9","38.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Pau","Gasol","2","","missed","jumper","3-5","19","63","70","","","1","9","38","Los Angeles Lakers","shot","","","","","","","","","","Gasol","","","","missed","","Jump Shot","3-5","19","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=20","80"
"1","9","37.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Elton","Brand","","","","Defensive","3-5","","","","","","1","9","37","Dallas Mavericks","rebound","","","","","","","","","","Brand","","","","","","","3-5","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=21","80"
"1","9","28.0","Dallas Mavericks","shot","O.J.","Mayo","","","","","","","","","","","","","","","Darren","Collison","2","","made","driving layup","5-5","4","210","57","","","1","9","28","Dallas Mavericks","shot","Mayo","","","","","","","","","Collison","2","","","made","","Driving Layup","5-5","4","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=22","84"
"1","9","14.0","Los Angeles Lakers","shot","Metta","World Peace","","","","","","","","","","","","","","","Kobe","Bryant","2","","made","layup","5-7","2","242","69","","","1","9","14","Los Angeles Lakers","shot","World Peace","","","","","","","","","Bryant","2","","","made","","Layup","5-7","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=23","86"
"1","9","05.0","Dallas Mavericks","foul","","","","","","","","","","","","","","Darren","Collison","","Steve","Nash","","","","Personal","5-7","","","","","","1","9","05","Los Angeles Lakers","foul","","","","","","","","","","Nash","","","","","","Personal","5-7","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=24","73"
"1","8","52.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Elton","Brand","2","","missed","jumper","5-7","13","379","78","","","1","8","52","Dallas Mavericks","shot","","","","","","","","","","Brand","","","","missed","","Jump Shot","5-7","13","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=25","80"
"1","8","51.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","","","","","","Offensive","5-7","","","","","","1","8","51","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","5-7","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=26","78"
"1","8","42.0","Dallas Mavericks","foul","","","","","","","","","","","","","","Steve","Nash","","Brandan","Wright","","","","Offensive","5-7","","","","","","1","8","42","Dallas Mavericks","foul","","","","","","","","","","","","","","","","","5-7","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=27","78"
"1","8","42.0","Dallas Mavericks","turnover","","","","","","","","","","","","","","","","","Brandan","Wright","","offensive foul","","","5-7","","","","","","1","8","42","Dallas Mavericks","turnover","","","","","","","","","","Wright","","","Foul","","","","5-7","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=28","80"
"1","8","19.0","Los Angeles Lakers","turnover","","","","","","","","","","","","","","","","","Metta","World Peace","","lost ball","","","5-7","","","","Shawn","Marion","1","8","19","Los Angeles Lakers","turnover","","","","","","","","","","World Peace","","","Lost Ball","","Marion","","5-7","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=30","82"
"1","8","10.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Darren","Collison","3","","missed","jumper","5-7","25","4","67","","","1","8","10","Dallas Mavericks","shot","","","","","","","","","","Collison","","","","missed","","3PT Jump Shot","5-7","25","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=31","80"
"1","8","09.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Dwight","Howard","","","","Defensive","5-7","","","","","","1","8","09","Los Angeles Lakers","rebound","","","","","","","","","","Howard","","","","","","","5-7","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=32","80"
"1","7","57.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Kobe","Bryant","2","","missed","shot","5-7","12","257","174","","","1","7","57","Los Angeles Lakers","shot","","","","","","","","","","Bryant","","","","missed","","Turnaround Jump Shot","5-7","12","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=33","80"
"1","7","55.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Elton","Brand","","","","Defensive","5-7","","","","","","1","7","55","Dallas Mavericks","rebound","","","","","","","","","","Brand","","","","","","","5-7","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=34","80"
"1","7","52.0","Dallas Mavericks","foul","","","","","","","","","","","","","","Steve","Nash","","Darren","Collison","","","","Offensive","5-7","","","","","","1","7","52","Dallas Mavericks","foul","","","","","","","","","","","","","","","","","5-7","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=37","78"
"1","7","52.0","Dallas Mavericks","turnover","","","","","","","","","","","","","","","","","Darren","Collison","","offensive foul","","","5-7","","","","","","1","7","52","Dallas Mavericks","turnover","","","","","","","","","","Collison","","","Foul","","","","5-7","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=38","80"
"1","7","42.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Steve","Nash","2","","made","shot","5-9","14","306","181","","","1","7","42","Los Angeles Lakers","shot","","","","","","","","","","Nash","2","","","made","","Pullup Jump Shot","5-9","14","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=39","82"
"1","7","25.0","Dallas Mavericks","shot","Shawn","Marion","","","","","","","","","","","","","","","Brandan","Wright","2","","made","jumper","7-9","4","212","54","","","1","7","25","Dallas Mavericks","shot","Marion","","","","","","","","","Wright","2","","","made","","Jump Shot","7-9","4","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=40","84"
"1","7","07.0","Los Angeles Lakers","shot","Dwight","Howard","","","","","","","","","","","","","","","Kobe","Bryant","2","","made","driving layup","7-11","2","267","67","","","1","7","07","Los Angeles Lakers","shot","Howard","","","","","","","","","Bryant","2","","","made","","Driving Layup","7-11","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=41","84"
"1","7","00.0","Los Angeles Lakers","violation","","","","","","","","","","","","","","","","","Dwight","Howard","","def goaltending","","","9-11","","","","","","1","7","00","Los Angeles Lakers","violation","","","","","","","","","","Howard","","","Defensive Goaltending","","","","7-11","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=43","80"
"1","7","00.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Darren","Collison","2","","made","shot","9-11","3","278","65","","","1","7","00","Dallas Mavericks","shot","","","","","","","","","","Collison","2","","","made","","Running Layup","9-11","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=42","82"
"1","6","49.0","Los Angeles Lakers","shot","Pau","Gasol","","","","","","","","","","","","","","","Dwight","Howard","2","","made","shot","9-13","4","260","84","","","1","6","49","Los Angeles Lakers","shot","Gasol","","","","","","","","","Howard","2","","","made","","Slam Dunk","9-13","4","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=45","84"
"1","6","28.0","Dallas Mavericks","shot","O.J.","Mayo","","","","","","","","","","","","","","","Brandan","Wright","2","","made","driving layup","11-13","2","267","67","","","1","6","28","Dallas Mavericks","shot","Mayo","","","","","","","","","Wright","2","","","made","","Driving Layup","11-13","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=46","84"
"1","6","28.0","Dallas Mavericks","foul","","","","","","","","","","","","","","Brandan","Wright","","Dwight","Howard","","","","Shooting","11-13","","","","","","1","6","28","Los Angeles Lakers","foul","","","","","","","","","","Howard","","","","","","Shooting","11-13","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=47","73"
"1","6","28.0","Dallas Mavericks","free throw","","","","","","","","","","","","","1","","","1","Brandan","Wright","","foul","missed","","11-13","","","","","","1","6","28","Dallas Mavericks","free throw","","","","","","","1","","1","Wright","","","foul","missed","","","11-13","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=48","82"
"1","6","27.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Kobe","Bryant","","","","Defensive","11-13","","","","","","1","6","27","Los Angeles Lakers","rebound","","","","","","","","","","Bryant","","","","","","","11-13","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=50","80"
"1","6","04.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Kobe","Bryant","2","","made","jumper","11-15","6","301","76","","","1","6","04","Los Angeles Lakers","shot","","","","","","","","","","Bryant","2","","","made","","Jump Shot","11-15","6","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=51","82"
"1","5","58.0","Dallas Mavericks","timeout","","","","","","","","","","","","","","","","","","","","","","full","11-15","","","","","","1","5","58","Dallas Mavericks","timeout","","","","","","","","","","","","","","","","","11-15","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=52","78"
"1","5","58.0","Dallas Mavericks","substitute","","","","","","","Vince","Carter","","","Shawn","Marion","","","","","","","","","","","11-15","","","","","","1","5","58","Dallas Mavericks","substitute","","","","Carter","","Marion","","","","","","","","","","","11-15","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=54","82"
"1","5","42.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Vince","Carter","3","","missed","jumper","11-15","29","263","337","","","1","5","42","Dallas Mavericks","shot","","","","","","","","","","Carter","","","","missed","","3PT Jump Shot","11-15","29","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=56","80"
"1","5","41.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Dwight","Howard","","","","Defensive","11-15","","","","","","1","5","41","Los Angeles Lakers","rebound","","","","","","","","","","Howard","","","","","","","11-15","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=57","80"
"1","5","28.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Dwight","Howard","","Vince","Carter","","","","Personal","11-15","","","","","","1","5","28","Dallas Mavericks","foul","","","","","","","","","","Carter","","","","","","Personal","11-15","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=58","73"
"1","5","28.0","Dallas Mavericks","substitute","","","","","","","Eddy","Curry","","","Brandan","Wright","","","","","","","","","","","11-15","","","","","","1","5","28","Dallas Mavericks","substitute","","","","Curry","","Wright","","","","","","","","","","","11-15","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=59","82"
"1","5","17.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Pau","Gasol","2","","missed","jumper","11-15","16","267","209","","","1","5","17","Los Angeles Lakers","shot","","","","","","","","","","Gasol","","","","missed","","Jump Shot","11-15","16","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=60","80"
"1","5","16.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Vince","Carter","","","","Defensive","11-15","","","","","","1","5","16","Dallas Mavericks","rebound","","","","","","","","","","Carter","","","","","","","11-15","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=61","80"
"1","5","08.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","O.J.","Mayo","2","","missed","jumper","11-15","17","263","222","","","1","5","08","Dallas Mavericks","shot","","","","","","","","","","Mayo","","","","missed","","Jump Shot","11-15","17","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=62","80"
"1","5","07.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Pau","Gasol","","","","Defensive","11-15","","","","","","1","5","07","Los Angeles Lakers","rebound","","","","","","","","","","Gasol","","","","","","","11-15","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=63","80"
"1","4","56.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Dwight","Howard","","Eddy","Curry","","","","Personal","11-15","","","","","","1","4","56","Dallas Mavericks","foul","","","","","","","","","","Curry","","","","","","Personal","11-15","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=64","73"
"1","4","41.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Metta","World Peace","3","","missed","jumper","11-15","24","486","62","","","1","4","41","Los Angeles Lakers","shot","","","","","","","","","","World Peace","","","","missed","","3PT Jump Shot","11-15","24","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=65","80"
"1","4","40.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Elton","Brand","","","","Defensive","11-15","","","","","","1","4","40","Dallas Mavericks","rebound","","","","","","","","","","Brand","","","","","","","11-15","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=66","80"
"1","4","32.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","O.J.","Mayo","2","","made","jumper","13-15","18","344","198","","","1","4","32","Dallas Mavericks","shot","","","","","","","","","","Mayo","2","","","made","","Jump Shot","13-15","18","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=67","82"
"1","4","12.0","Los Angeles Lakers","shot","Pau","Gasol","","","","","","","","","","","","","","","Dwight","Howard","2","","made","shot","13-17","2","265","69","","","1","4","12","Los Angeles Lakers","shot","Gasol","","","","","","","","","Howard","2","","","made","","Slam Dunk","13-17","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=68","84"
"1","3","54.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Vince","Carter","2","","made","shot","15-17","10","160","87","","","1","3","54","Dallas Mavericks","shot","","","","","","","","","","Carter","2","","","made","","Fadeaway Jumper","15-17","10","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=69","82"
"1","3","41.0","Los Angeles Lakers","shot","Steve","Nash","","","","","","","","","","","","","","","Pau","Gasol","2","","made","jumper","15-19","21","358","225","","","1","3","41","Los Angeles Lakers","shot","Nash","","","","","","","","","Gasol","2","","","made","","Jump Shot","15-19","21","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=70","84"
"1","3","23.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","O.J.","Mayo","3","","made","jumper","18-19","27","97","267","","","1","3","23","Dallas Mavericks","shot","","","","","","","","","","Mayo","3","","","made","","3PT Jump Shot","18-19","27","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=71","82"
"1","3","09.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Dwight","Howard","","Vince","Carter","","","","Shooting","18-19","","","","","","1","3","09","Dallas Mavericks","foul","","","","","","","","","","Carter","","","","","","Shooting","18-19","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=72","73"
"1","3","09.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","1","","","2","Dwight","Howard","","foul","missed","","18-19","","","","","","1","3","09","Los Angeles Lakers","free throw","","","","","","","1","","2","Howard","","","foul","missed","","","18-19","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=73","82"
"1","3","09.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","","","","","","Offensive","18-19","","","","","","1","3","09","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","18-19","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=74","78"
"1","3","09.0","Dallas Mavericks","substitute","","","","","","","Shawn","Marion","","","Vince","Carter","","","","","","","","","","","18-19","","","","","","1","3","09","Dallas Mavericks","substitute","","","","Marion","","Carter","","","","","","","","","","","18-19","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=75","82"
"1","3","09.0","Dallas Mavericks","substitute","","","","","","","Jae","Crowder","","","Elton","Brand","","","","","","","","","","","18-19","","","","","","1","3","09","Dallas Mavericks","substitute","","","","Crowder","","Brand","","","","","","","","","","","18-19","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=76","82"
"1","3","09.0","Los Angeles Lakers","substitute","","","","","","","Steve","Blake","","","Steve","Nash","","","","","","","","","","","18-19","","","","","","1","3","09","Los Angeles Lakers","substitute","","","","Blake","","Nash","","","","","","","","","","","18-19","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=77","82"
"1","3","09.0","Los Angeles Lakers","substitute","","","","","","","Jodie","Meeks","","","Kobe","Bryant","","","","","","","","","","","18-19","","","","","","1","3","09","Los Angeles Lakers","substitute","","","","Meeks","","Bryant","","","","","","","","","","","18-19","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=78","82"
"1","3","09.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","2","","","2","Dwight","Howard","","foul","made","","18-20","","","","","","1","3","09","Los Angeles Lakers","free throw","","","","","","","2","","2","Howard","1","","foul","made","","","18-20","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=79","80"
"1","2","55.0","Dallas Mavericks","foul","","","","","","","","","","","","","","Eddy","Curry","","Dwight","Howard","","","","Shooting","18-20","","","","","","1","2","55","Los Angeles Lakers","foul","","","","","","","","","","Howard","","","","","","Shooting","18-20","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=81","73"
"1","2","55.0","Dallas Mavericks","timeout","","","","","","","","","","","","","","","","","","","","","","full","18-20","","","","","","1","2","55","Los Angeles Lakers","timeout","","","","","","","","","","","","","","","","","18-20","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=82","69"
"1","2","55.0","Los Angeles Lakers","substitute","","","","","","","Antawn","Jamison","","","Metta","World Peace","","","","","","","","","","","18-20","","","","","","1","2","55","Los Angeles Lakers","substitute","","","","Jamison","","World Peace","","","","","","","","","","","18-20","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=83","82"
"1","2","55.0","Los Angeles Lakers","substitute","","","","","","","Jordan","Hill","","","Dwight","Howard","","","","","","","","","","","18-20","","","","","","1","2","55","Los Angeles Lakers","substitute","","","","Hill","","Howard","","","","","","","","","","","18-20","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=84","82"
"1","2","55.0","Dallas Mavericks","free throw","","","","","","","","","","","","","1","","","2","Eddy","Curry","","foul","missed","","18-20","","","","","","1","2","55","Dallas Mavericks","free throw","","","","","","","1","","2","Curry","","","foul","missed","","","18-20","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=86","82"
"1","2","55.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","","","","","","Offensive","19-20","","","","","","1","2","55","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","18-20","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=88","78"
"1","2","55.0","Dallas Mavericks","free throw","","","","","","","","","","","","","2","","","2","Eddy","Curry","","foul","made","","19-20","","","","","","1","2","55","Dallas Mavericks","free throw","","","","","","","2","","2","Curry","1","","foul","made","","","19-20","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=87","80"
"1","2","46.0","Los Angeles Lakers","turnover","","","","","","","","","","","","","","","","","Jodie","Meeks","","bad pass","","","19-20","","","","Darren","Collison","1","2","46","Los Angeles Lakers","turnover","","","","","","","","","","Meeks","","","Bad Pass","","Collison","","19-20","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=90","82"
"1","2","43.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Darren","Collison","2","","made","driving layup","21-20","3","274","64","","","1","2","43","Dallas Mavericks","shot","","","","","","","","","","Collison","2","","","made","","Driving Layup","21-20","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=91","82"
"1","2","27.0","Los Angeles Lakers","shot","Steve","Blake","","","","","","","","","","","","","","","Pau","Gasol","2","","made","driving layup","21-22","3","234","75","","","1","2","27","Los Angeles Lakers","shot","Blake","","","","","","","","","Gasol","2","","","made","","Driving Layup","21-22","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=92","84"
"1","2","10.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Jae","Crowder","2","","missed","jumper","21-22","18","95","144","","","1","2","10","Dallas Mavericks","shot","","","","","","","","","","Crowder","","","","missed","","Jump Shot","21-22","18","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=93","80"
"1","2","09.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Jodie","Meeks","","","","Defensive","21-22","","","","","","1","2","09","Los Angeles Lakers","rebound","","","","","","","","","","Meeks","","","","","","","21-22","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=94","80"
"1","1","59.0","Los Angeles Lakers","shot","Steve","Blake","","","","","","","","","","","","","","","Jodie","Meeks","3","","made","jumper","21-25","26","364","289","","","1","1","59","Los Angeles Lakers","shot","Blake","","","","","","","","","Meeks","3","","","made","","3PT Jump Shot","21-25","26","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=95","84"
"1","1","46.0","Dallas Mavericks","shot","Jae","Crowder","","","","","","","","","","","","","","","Eddy","Curry","2","","made","layup","23-25","3","259","76","","","1","1","46","Dallas Mavericks","shot","Crowder","","","","","","","","","Curry","2","","","made","","Layup","23-25","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=96","86"
"1","1","27.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Pau","Gasol","2","","made","jumper","23-27","16","397","116","","","1","1","27","Los Angeles Lakers","shot","","","","","","","","","","Gasol","2","","","made","","Jump Shot","23-27","16","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=97","82"
"1","1","14.0","Dallas Mavericks","turnover","","","","","","","","","","","","","","","","","Darren","Collison","","bad pass","","","23-27","","","","Antawn","Jamison","1","1","14","Dallas Mavericks","turnover","","","","","","","","","","Collison","","","Bad Pass","","Jamison","","23-27","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=98","82"
