" quarter@br","min@br","sec@br"," team@br"," eventtype@br","assist_0@br","assist_1@br","awayjumpball_0@br","awayjumpball_1@br","block_0@br","block_1@br","entered_0@br","entered_1@br","homejumpball_0@br","homejumpball_1@br","left_0@br","left_1@br"," numfreeshot@br","opponent_0@br","opponent_1@br"," outof@br","player_0@br","player_1@br"," points@br"," reason@br"," result@br"," type@br"," score@br"," shotdistance@br"," x@br"," y@br","split_0@br","split_1@br"," quarter@NBA","min@NBA","sec@NBA"," team@NBA"," eventtype@NBA"," assist@NBA"," awayjumpball@NBA"," block@NBA"," entered@NBA"," homejumpball@NBA"," left@NBA"," numfreeshot@NBA"," opponent@NBA"," outof@NBA"," player@NBA"," points@NBA"," possession@NBA"," reason@NBA"," result@NBA"," steal@NBA"," type@NBA"," score@NBA"," shotdistance@NBA"," url @NBA","Confidence"
"3","0","18.7","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Shawn","Marion","","","","Defensive","74-66","","","","","","3","0","18","Dallas Mavericks","rebound","","","","","","","","","","Marion","","","","","","","74-66","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=368","77"
"3","0","04.2","Dallas Mavericks","foul","","","","","","","","","","","","","","Vince","Carter","","Antawn","Jamison","","","","Personal","74-66","","","","","","3","0","04","Los Angeles Lakers","foul","","","","","","","","","","Jamison","","","","","","Personal","74-66","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=369","72"
"3","0","04.2","Los Angeles Lakers","substitute","","","","","","","Metta","World Peace","","","Jodie","Meeks","","","","","","","","","","","74-66","","","","","","3","0","04","Los Angeles Lakers","substitute","","","","World Peace","","Meeks","","","","","","","","","","","74-66","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=370","81"
"3","0","00.5","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Vince","Carter","2","","missed","dunk","74-66","3","270","69","","","3","0","00","Dallas Mavericks","shot","","","","","","","","","","Carter","","","","missed","","Driving Dunk","74-66","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=371","78"
"3","0","00.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","","","","","","Offensive","74-66","","","","","","3","0","00","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","74-66","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=372","78"
"4","11","51.0","Dallas Mavericks","turnover","","","","","","","","","","","","","","","","","Shawn","Marion","","bad pass","","","74-66","","","","","","4","11","51","Dallas Mavericks","turnover","","","","","","","","","","Marion","","","Bad Pass","","","","74-66","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=377","80"
"4","11","28.0","Los Angeles Lakers","shot","Steve","Blake","","","","","","","","","","","","","","","Antawn","Jamison","2","","made","jumper","74-68","14","312","177","","","4","11","28","Los Angeles Lakers","shot","Blake","","","","","","","","","Jamison","2","","","made","","Jump Shot","74-68","14","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=378","84"
"4","11","28.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Antawn","Jamison","","Shawn","Marion","","","","Shooting","74-68","","","","","","4","11","28","Dallas Mavericks","foul","","","","","","","","","","Marion","","","","","","Shooting","74-68","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=379","73"
"4","11","28.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","1","","","1","Antawn","Jamison","","foul","made","","74-69","","","","","","4","11","28","Los Angeles Lakers","free throw","","","","","","","1","","1","Jamison","1","","foul","made","","","74-69","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=380","80"
"4","11","16.0","Dallas Mavericks","foul","","","","","","","","","","","","","","Rodrigue","Beaubois","","Antawn","Jamison","","","","Personal","74-69","","","","","","4","11","16","Los Angeles Lakers","foul","","","","","","","","","","Jamison","","","","","","Personal","74-69","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=382","73"
"4","11","11.0","Dallas Mavericks","shot","Rodrigue","Beaubois","","","","","","","","","","","","","","","Shawn","Marion","2","","made","driving dunk","76-69","2","237","61","","","4","11","11","Dallas Mavericks","shot","Beaubois","","","","","","","","","Marion","2","","","made","","Driving Dunk","76-69","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=383","84"
"4","11","11.0","Dallas Mavericks","foul","","","","","","","","","","","","","","Shawn","Marion","","Jordan","Hill","","","","Shooting","76-69","","","","","","4","11","11","Los Angeles Lakers","foul","","","","","","","","","","Hill","","","","","","Shooting","76-69","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=384","73"
"4","11","11.0","Dallas Mavericks","free throw","","","","","","","","","","","","","1","","","1","Shawn","Marion","","foul","made","","77-69","","","","","","4","11","11","Dallas Mavericks","free throw","","","","","","","1","","1","Marion","1","","foul","made","","","77-69","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=385","80"
"4","10","55.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Antawn","Jamison","3","","missed","jumper","77-69","26","104","270","","","4","10","55","Los Angeles Lakers","shot","","","","","","","","","","Jamison","","","","missed","","3PT Jump Shot","77-69","26","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=387","80"
"4","10","54.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Jordan","Hill","","","","Offensive","77-69","","","","","","4","10","54","Los Angeles Lakers","rebound","","","","","","","","","","Hill","","","","","","","77-69","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=388","80"
"4","10","53.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Jordan","Hill","","Shawn","Marion","","","","Shooting","77-69","","","","","","4","10","53","Dallas Mavericks","foul","","","","","","","","","","Marion","","","","","","Shooting","77-69","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=389","73"
"4","10","53.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","1","","","2","Jordan","Hill","","foul","missed","","77-69","","","","","","4","10","53","Los Angeles Lakers","free throw","","","","","","","1","","2","Hill","","","foul","missed","","","77-69","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=390","82"
"4","10","53.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","","","","","","Offensive","77-69","","","","","","4","10","53","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","77-69","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=394","78"
"4","10","53.0","Dallas Mavericks","substitute","","","","","","","Brandan","Wright","","","Shawn","Marion","","","","","","","","","","","77-69","","","","","","4","10","53","Dallas Mavericks","substitute","","","","Wright","","Marion","","","","","","","","","","","77-69","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=393","82"
"4","10","53.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","2","","","2","Jordan","Hill","","foul","missed","","77-69","","","","","","4","10","53","Los Angeles Lakers","free throw","","","","","","","2","","2","Hill","","","foul","missed","","","77-69","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=395","82"
"4","10","53.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Brandan","Wright","","","","Defensive","77-69","","","","","","4","10","53","Dallas Mavericks","rebound","","","","","","","","","","Wright","","","","","","","77-69","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=397","80"
"4","10","34.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Vince","Carter","2","","made","jumper","79-69","22","375","236","","","4","10","34","Dallas Mavericks","shot","","","","","","","","","","Carter","2","","","made","","Jump Shot","79-69","22","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=398","82"
"4","10","17.0","Los Angeles Lakers","shot","Antawn","Jamison","","","","","","","","","","","","","","","Dwight","Howard","2","","made","layup","79-71","2","273","59","","","4","10","17","Los Angeles Lakers","shot","Jamison","","","","","","","","","Howard","2","","","made","","Layup","79-71","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=399","86"
"4","10","17.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Dwight","Howard","","Eddy","Curry","","","","Shooting","79-71","","","","","","4","10","17","Dallas Mavericks","foul","","","","","","","","","","Curry","","","","","","Shooting","79-71","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=400","73"
"4","10","17.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","1","","","1","Dwight","Howard","","foul","missed","","79-71","","","","","","4","10","17","Los Angeles Lakers","free throw","","","","","","","1","","1","Howard","","","foul","missed","","","79-71","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=401","82"
"4","10","14.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Jae","Crowder","","","","Defensive","79-71","","","","","","4","10","14","Dallas Mavericks","rebound","","","","","","","","","","Crowder","","","","","","","79-71","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=403","80"
"4","10","08.0","Dallas Mavericks","foul","","","","","","","","","","","","","","Brandan","Wright","","Jodie","Meeks","","","","Shooting","79-71","","","","","","4","10","08","Los Angeles Lakers","foul","","","","","","","","","","Meeks","","","","","","Shooting","79-71","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=404","73"
"4","10","08.0","Dallas Mavericks","free throw","","","","","","","","","","","","","1","","","2","Brandan","Wright","","foul","made","","80-71","","","","","","4","10","08","Dallas Mavericks","free throw","","","","","","","1","","2","Wright","1","","foul","made","","","80-71","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=405","80"
"4","10","08.0","Dallas Mavericks","substitute","","","","","","","Elton","Brand","","","Eddy","Curry","","","","","","","","","","","80-71","","","","","","4","10","08","Dallas Mavericks","substitute","","","","Brand","","Curry","","","","","","","","","","","80-71","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=407","82"
"4","10","08.0","Dallas Mavericks","free throw","","","","","","","","","","","","","2","","","2","Brandan","Wright","","foul","made","","81-71","","","","","","4","10","08","Dallas Mavericks","free throw","","","","","","","2","","2","Wright","1","","foul","made","","","81-71","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=408","80"
"4","9","47.0","Los Angeles Lakers","turnover","","","","","","","","","","","","","","","","","Steve","Blake","","bad pass","","","81-71","","","","Vince","Carter","4","9","47","Los Angeles Lakers","turnover","","","","","","","","","","Blake","","","Bad Pass","","Carter","","81-71","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=411","82"
"4","9","40.0","Dallas Mavericks","foul","","","","","","","","","","","","","","Rodrigue","Beaubois","","Steve","Blake","","","","Personal","81-71","","","","","","4","9","40","Los Angeles Lakers","foul","","","","","","","","","","Blake","","","","","","Personal","81-71","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=412","73"
"4","9","33.0","Dallas Mavericks","foul","","","","","","","","","","","","","","Rodrigue","Beaubois","","Steve","Blake","","","","Shooting","81-71","","","","","","4","9","33","Los Angeles Lakers","foul","","","","","","","","","","Blake","","","","","","Shooting","81-71","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=413","73"
"4","9","33.0","Dallas Mavericks","free throw","","","","","","","","","","","","","1","","","2","Rodrigue","Beaubois","","foul","made","","82-71","","","","","","4","9","33","Dallas Mavericks","free throw","","","","","","","1","","2","Beaubois","1","","foul","made","","","82-71","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=414","80"
"4","9","33.0","Dallas Mavericks","free throw","","","","","","","","","","","","","2","","","2","Rodrigue","Beaubois","","foul","made","","83-71","","","","","","4","9","33","Dallas Mavericks","free throw","","","","","","","2","","2","Beaubois","1","","foul","made","","","83-71","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=416","80"
"4","9","10.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Jordan","Hill","2","","made","layup","83-73","3","250","81","","","4","9","10","Los Angeles Lakers","shot","","","","","","","","","","Hill","2","","","made","","Layup","83-73","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=418","84"
"4","9","01.0","Dallas Mavericks","shot","Rodrigue","Beaubois","","","","","","","","","","","","","","","Brandan","Wright","2","","made","shot","85-73","6","308","62","","","4","9","01","Dallas Mavericks","shot","Beaubois","","","","","","","","","Wright","2","","","made","","Jump Bank Shot","85-73","6","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=419","84"
"4","9","01.0","Dallas Mavericks","foul","","","","","","","","","","","","","","Brandan","Wright","","Antawn","Jamison","","","","Shooting","85-73","","","","","","4","9","01","Los Angeles Lakers","foul","","","","","","","","","","Jamison","","","","","","Shooting","85-73","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=420","73"
"4","9","01.0","Los Angeles Lakers","substitute","","","","","","","Kobe","Bryant","","","Steve","Blake","","","","","","","","","","","85-73","","","","","","4","9","01","Los Angeles Lakers","substitute","","","","Bryant","","Blake","","","","","","","","","","","85-73","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=421","82"
"4","9","01.0","Los Angeles Lakers","substitute","","","","","","","Pau","Gasol","","","Jordan","Hill","","","","","","","","","","","85-73","","","","","","4","9","01","Los Angeles Lakers","substitute","","","","Gasol","","Hill","","","","","","","","","","","85-73","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=422","82"
"4","9","01.0","Los Angeles Lakers","substitute","","","","","","","Steve","Nash","","","Jodie","Meeks","","","","","","","","","","","85-73","","","","","","4","9","01","Los Angeles Lakers","substitute","","","","Nash","","Meeks","","","","","","","","","","","85-73","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=423","82"
"4","9","01.0","Dallas Mavericks","free throw","","","","","","","","","","","","","1","","","1","Brandan","Wright","","foul","made","","86-73","","","","","","4","9","01","Dallas Mavericks","free throw","","","","","","","1","","1","Wright","1","","foul","made","","","86-73","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=424","80"
"4","8","50.0","Los Angeles Lakers","substitute","","","","","","","Metta","World Peace","","","Antawn","Jamison","","","","","","","","","","","86-73","","","","","","4","8","50","Los Angeles Lakers","substitute","","","","World Peace","","Jamison","","","","","","","","","","","86-73","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=430","82"
"4","8","50.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Dwight","Howard","","Elton","Brand","","","","Personal","86-73","","","","","","4","8","50","Dallas Mavericks","foul","","","","","","","","","","Brand","","","","","","Personal","86-73","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=431","73"
"4","8","44.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Kobe","Bryant","2","","missed","shot","86-73","13","273","181","","","4","8","44","Los Angeles Lakers","shot","","","","","","","","","","Bryant","","","","missed","","Fadeaway Jumper","86-73","13","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=432","80"
"4","8","42.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Vince","Carter","","","","Defensive","86-73","","","","","","4","8","42","Dallas Mavericks","rebound","","","","","","","","","","Carter","","","","","","","86-73","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=433","80"
"4","8","31.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Rodrigue","Beaubois","2","","missed","jumper","86-73","4","281","72","","","4","8","31","Dallas Mavericks","shot","","","","","","","","","","Beaubois","","","","missed","","Jump Shot","86-73","4","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=434","80"
"4","8","29.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Rodrigue","Beaubois","","","","Offensive","88-73","","","","","","4","8","29","Dallas Mavericks","rebound","","","","","","","","","","Beaubois","","","","","","","86-73","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=436","80"
"4","8","29.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Rodrigue","Beaubois","2","","made","shot","88-73","2","265","67","","","4","8","29","Dallas Mavericks","shot","","","","","","","","","","Beaubois","2","","","made","","Tip Shot","88-73","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=435","82"
"4","8","06.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Metta","World Peace","3","","missed","jumper","88-73","27","457","228","","","4","8","06","Los Angeles Lakers","shot","","","","","","","","","","World Peace","","","","missed","","3PT Jump Shot","88-73","27","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=437","80"
"4","8","05.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Elton","Brand","","","","Defensive","88-73","","","","","","4","8","05","Dallas Mavericks","rebound","","","","","","","","","","Brand","","","","","","","88-73","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=438","80"
"4","7","50.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Jae","Crowder","3","","missed","jumper","88-73","27","149","305","","","4","7","50","Dallas Mavericks","shot","","","","","","","","","","Crowder","","","","missed","","3PT Jump Shot","88-73","27","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=439","80"
"4","7","49.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Pau","Gasol","","","","Defensive","88-73","","","","","","4","7","49","Los Angeles Lakers","rebound","","","","","","","","","","Gasol","","","","","","","88-73","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=440","80"
"4","7","39.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Pau","Gasol","2","","missed","jumper","88-73","16","104","103","","","4","7","39","Los Angeles Lakers","shot","","","","","","","","","","Gasol","","","","missed","","Jump Shot","88-73","16","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=441","80"
"4","7","37.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Dwight","Howard","","","","Offensive","88-73","","","","","","4","7","37","Los Angeles Lakers","rebound","","","","","","","","","","Howard","","","","","","","88-73","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=442","80"
"4","7","35.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Dwight","Howard","2","","made","layup","88-75","3","262","76","","","4","7","35","Los Angeles Lakers","shot","","","","","","","","","","Howard","2","","","made","","Layup","88-75","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=443","84"
"4","7","15.0","Dallas Mavericks","shot","Rodrigue","Beaubois","","","","","","","","","","","","","","","Elton","Brand","2","","made","jumper","90-75","16","268","212","","","4","7","15","Dallas Mavericks","shot","Beaubois","","","","","","","","","Brand","2","","","made","","Jump Shot","90-75","16","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=444","84"
"4","6","46.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Kobe","Bryant","2","","made","shot","90-77","21","366","223","","","4","6","46","Los Angeles Lakers","shot","","","","","","","","","","Bryant","2","","","made","","Fadeaway Jumper","90-77","21","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=446","82"
"4","6","36.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Rodrigue","Beaubois","3","","missed","jumper","90-77","26","235","308","","","4","6","36","Dallas Mavericks","shot","","","","","","","","","","Beaubois","","","","missed","","3PT Jump Shot","90-77","26","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=447","80"
"4","6","35.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Brandan","Wright","","","","Offensive","90-77","","","","","","4","6","35","Dallas Mavericks","rebound","","","","","","","","","","Wright","","","","","","","90-77","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=448","80"
"4","6","29.0","Dallas Mavericks","timeout","","","","","","","","","","","","","","","","","","","","","","full","90-77","","","","","","4","6","29","Dallas Mavericks","timeout","","","","","","","","","","","","","","","","","90-77","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=449","78"
"4","6","29.0","Dallas Mavericks","substitute","","","","","","","Darren","Collison","","","Vince","Carter","","","","","","","","","","","90-77","","","","","","4","6","29","Dallas Mavericks","substitute","","","","Collison","","Carter","","","","","","","","","","","90-77","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=451","82"
"4","6","29.0","Dallas Mavericks","substitute","","","","","","","O.J.","Mayo","","","Jae","Crowder","","","","","","","","","","","90-77","","","","","","4","6","29","Dallas Mavericks","substitute","","","","Mayo","","Crowder","","","","","","","","","","","90-77","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=452","82"
"4","6","29.0","Dallas Mavericks","substitute","","","","","","","Shawn","Marion","","","Rodrigue","Beaubois","","","","","","","","","","","90-77","","","","","","4","6","29","Dallas Mavericks","substitute","","","","Marion","","Beaubois","","","","","","","","","","","90-77","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=453","82"
"4","6","11.0","Dallas Mavericks","shot","","","","","Pau","Gasol","","","","","","","","","","","O.J.","Mayo","2","","missed","jumper","90-77","16","339","184","","","4","6","11","Dallas Mavericks","shot","","","Gasol","","","","","","","Mayo","","","","missed","","Jump Shot","90-77","16","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=455","82"
"4","6","11.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","","","","","","Offensive","90-77","","","","","","4","6","11","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","90-77","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=456","78"
"4","6","11.0","Dallas Mavericks","turnover","","","","","","","","","","","","","","","","","","","","shot clock","","","90-77","","","","","","4","6","11","Dallas Mavericks","turnover","","","","","","","","","","","","","Shot Clock","","","","90-77","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=457","78"
"4","5","51.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Pau","Gasol","2","","missed","jumper","90-77","8","284","125","","","4","5","51","Los Angeles Lakers","shot","","","","","","","","","","Gasol","","","","missed","","Jump Shot","90-77","8","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=458","80"
"4","5","50.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Shawn","Marion","","","","Defensive","90-77","","","","","","4","5","50","Dallas Mavericks","rebound","","","","","","","","","","Marion","","","","","","","90-77","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=459","80"
"4","5","38.0","Dallas Mavericks","shot","Darren","Collison","","","","","","","","","","","","","","","Brandan","Wright","2","","made","layup","92-77","2","262","62","","","4","5","38","Dallas Mavericks","shot","Collison","","","","","","","","","Wright","2","","","made","","Layup","92-77","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=460","86"
"4","5","38.0","Dallas Mavericks","foul","","","","","","","","","","","","","","Brandan","Wright","","Kobe","Bryant","","","","Shooting","92-77","","","","","","4","5","38","Los Angeles Lakers","foul","","","","","","","","","","Bryant","","","","","","Shooting","92-77","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=461","73"
"4","5","38.0","Dallas Mavericks","free throw","","","","","","","","","","","","","1","","","1","Brandan","Wright","","foul","made","","93-77","","","","","","4","5","38","Dallas Mavericks","free throw","","","","","","","1","","1","Wright","1","","foul","made","","","93-77","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=462","80"
"4","5","28.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Steve","Nash","3","","missed","jumper","93-77","27","319","313","","","4","5","28","Los Angeles Lakers","shot","","","","","","","","","","Nash","","","","missed","","3PT Jump Shot","93-77","27","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=464","80"
"4","5","28.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","","","","","","Offensive","93-77","","","","","","4","5","28","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","93-77","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=465","78"
"4","5","28.0","Los Angeles Lakers","foul","","","","","","","","","","","","","","Dwight","Howard","","Elton","Brand","","","","Loose ball","93-77","","","","","","4","5","28","Dallas Mavericks","foul","","","","","","","","","","Brand","","","","","","Loose ball","93-77","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=466","73"
"4","5","28.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","1","","","2","Dwight","Howard","","foul","made","","93-78","","","","","","4","5","28","Los Angeles Lakers","free throw","","","","","","","1","","2","Howard","1","","foul","made","","","93-78","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=467","80"
"4","5","28.0","Los Angeles Lakers","free throw","","","","","","","","","","","","","2","","","2","Dwight","Howard","","foul","missed","","93-78","","","","","","4","5","28","Los Angeles Lakers","free throw","","","","","","","2","","2","Howard","","","foul","missed","","","93-78","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=469","82"
"4","5","27.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Dwight","Howard","","","","Offensive","93-78","","","","","","4","5","27","Los Angeles Lakers","rebound","","","","","","","","","","Howard","","","","","","","93-78","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=471","80"
"4","5","25.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Dwight","Howard","2","","missed","layup","93-78","2","243","72","","","4","5","25","Los Angeles Lakers","shot","","","","","","","","","","Howard","","","","missed","","Layup","93-78","2","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=472","82"
"4","5","24.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Pau","Gasol","","","","Offensive","93-78","","","","","","4","5","24","Los Angeles Lakers","rebound","","","","","","","","","","Gasol","","","","","","","93-78","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=473","80"
"4","5","22.0","Los Angeles Lakers","shot","","","","","Elton","Brand","","","","","","","","","","","Pau","Gasol","2","","missed","layup","93-78","3","248","78","","","4","5","22","Los Angeles Lakers","shot","","","Brand","","","","","","","Gasol","","","","missed","","Layup","93-78","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=474","84"
"4","5","19.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","Elton","Brand","","","","Defensive","93-78","","","","","","4","5","19","Dallas Mavericks","rebound","","","","","","","","","","Brand","","","","","","","93-78","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=475","80"
"4","5","12.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","O.J.","Mayo","3","","missed","jumper","93-78","27","412","272","","","4","5","12","Dallas Mavericks","shot","","","","","","","","","","Mayo","","","","missed","","3PT Jump Shot","93-78","27","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=476","80"
"4","5","10.0","Los Angeles Lakers","rebound","","","","","","","","","","","","","","","","","Dwight","Howard","","","","Defensive","93-78","","","","","","4","5","10","Los Angeles Lakers","rebound","","","","","","","","","","Howard","","","","","","","93-78","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=477","80"
"4","5","02.0","Los Angeles Lakers","shot","","","","","","","","","","","","","","","","","Steve","Nash","2","","made","driving layup","93-80","3","250","76","","","4","5","02","Los Angeles Lakers","shot","","","","","","","","","","Nash","2","","","made","","Driving Layup","93-80","3","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=478","82"
"4","4","41.0","Dallas Mavericks","shot","","","","","","","","","","","","","","","","","Elton","Brand","2","","missed","shot","93-80","4","256","92","","","4","4","41","Dallas Mavericks","shot","","","","","","","","","","Brand","","","","missed","","Reverse Layup","93-80","4","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=479","80"
"4","4","40.0","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","","","","","","Offensive","93-80","","","","","","4","4","40","Dallas Mavericks","rebound","","","","","","","","","","","","","","","","","93-80","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=480","78"
"4","4","20.0","Dallas Mavericks","substitute","","","","","","","Vince","Carter","","","Brandan","Wright","","","","","","","","","","","93-80","","","","","","4","4","20","Dallas Mavericks","substitute","","","","Carter","","Wright","","","","","","","","","","","93-80","","http://stats.nba.com/cvp.html?GameID=0021200003&GameEventID=482","82"
