"href","period","score","team","text","time"
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=189,2,,Washington Wizards,Wizards Rebound,6:34
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=190,2,,Washington Wizards,SUB: Booker FOR Singleton,6:34
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=191,2,[ 31 - 38 ],Washington Wizards,Okafor Free Throw 2 of 2 (6 PTS),6:34
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=193,2,[ 31 - 40 ],Cleveland Cavaliers,Sloan 10' Floating Jump Shot (2 PTS) (Thompson 3 AST),6:16
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=194,2,,Washington Wizards,Booker OFF.Foul (P1),6:03
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=195,2,,Washington Wizards,Booker Foul Turnover (P2.T7),6:03
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=196,2,,Cleveland Cavaliers,SUB: Irving FOR Sloan,6:03
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=197,2,,Washington Wizards,SUB: Price FOR Pargo,6:03
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=198,2,[ 31 - 42 ],Cleveland Cavaliers,Irving 19' Jump Shot (14 PTS),5:56
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=199,2,,Washington Wizards,Booker OFF.Foul (P2),5:40
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=200,2,,Washington Wizards,Booker Foul Turnover (P3.T8),5:40
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=201,2,,Cleveland Cavaliers,CAVALIERS Timeout: Regular (Full 2 Short 0),5:40
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=205,2,,Cleveland Cavaliers,MISS Gee 12' Step Back Jump Shot,5:25
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=206,2,,Washington Wizards,Okafor REBOUND (Off:5 Def:1),5:23
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=207,2,,Cleveland Cavaliers,Gee STEAL (2 STL),5:12
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=207,2,,Washington Wizards,Booker Bad Pass Turnover (P4.T9),5:12
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=208,2,,Cleveland Cavaliers,Gee Bad Pass Turnover (P2.T7),5:07
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=208,2,,Washington Wizards,Booker STEAL (1 STL),5:07
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=209,2,,Cleveland Cavaliers,Irving P.FOUL (P2.T4),5:00
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=210,2,,Washington Wizards,MISS Okafor 17' Jump Shot,4:52
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=211,2,,Cleveland Cavaliers,Thompson REBOUND (Off:2 Def:4),4:51
http://stats.nba.com/cvp.html?GameID=0021200001&GameEventID=212,2,[ 31 - 44 ],Cleveland Cavaliers,Varejao 1' Layup (6 PTS) (Thompson 4 AST),4:40
