" quarter@NBA"," quarter@br"," time@br"," time@NBA"," team@br"," team@NBA"," eventtype@br"," eventtype@NBA"," block@br"," block@NBA"," left@br"," numfreeshot@br"," numfreeshot@NBA"," opponent@br"," opponent@NBA"," outof@br"," outof@NBA"," points@br"," points@NBA"," possession@br"," possession@NBA"," reason@br"," reason@NBA"," result@br"," result@NBA"," steal@br"," steal@NBA"," type@br"," type@NBA"," x@br"," x@NBA"," y@br"," y@NBA"," score@br"," score@NBA"," shotdistance@br"," shotdistance @NBA","assist_first@br","assist_last@br"," assist@NBA","awayjumpball_first@br","awayjumpball_last@br"," awayjumpball@NBA","homejumpball_first@br","homejumpball_last@br"," homejumpball@NBA","entered_first@br","entered_last@br"," entered@NBA","left_0@br","left_1@br"," left@NBA","player_first@br","player_last@br"," player@NBA","Confidence"
"2","2","0.33","0.33","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Jump Shot","298","","152","","44-52","44-52","11","11","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","94"
"2","2","0.31","0.31","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Layup","248","","61","","44-52","44-52","1","1","","","","","","","","","","","","","","","","Kendrick","Perkins","Perkins","94"
"2","2","0.31","0.31","Oklahoma City Thunder","Oklahoma City Thunder","turnover","turnover","","","","","","","","","","","","","","out of bounds lost ball","Out of Bounds Lost Ball","","","","","","","","","","","44-52","44-52","","","","","","","","","","","","","","","","","","Kendrick","Perkins","Perkins","94"
"2","2","0.09","0.09","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Pullup Jump Shot","67","","64","","44-54","44-54","18","18","Dirk","Nowitzki","Nowitzki","","","","","","","","","","","","","Jason","Terry","Terry","97"
"2","2","0.00","0.00","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","3","","","","","made","made","","","jump-shot","3PT Jump Shot","116","","256","","47-54","47-54","25","25","Russell","Westbrook","Westbrook","","","","","","","","","","","","","James","Harden","Harden","97"
"3","3","11.36","11.36","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Step Back Jump Shot","142","","105","","47-56","47-56","12","12","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","97"
"3","3","11.22","11.22","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Jump Shot","293","","133","","49-56","49-56","9","9","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","97"
"3","3","10.56","10.56","Dallas Mavericks","Dallas Mavericks","shot","shot","Kevin Durant","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Jump Shot","439","","62","","49-56","49-56","19","19","","","","","","","","","","","","","","","","Shawn","Marion","Marion","94"
"3","3","10.54","10.54","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","49-56","49-56","","","","","","","","","","","","","","","","","","James","Harden","Harden","94"
"3","3","10.34","10.34","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Pullup Jump Shot","147","","199","","51-56","51-56","18","18","","","","","","","","","","","","","","","","Kevin","Durant","Durant","97"
"3","3","10.15","10.15","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Turnaround Fadeaway Shot","186","","117","","51-56","51-56","9","9","","","","","","","","","","","","","","","","Delonte","West","West","94"
"3","3","10.13","10.13","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","51-56","51-56","","","","","","","","","","","","","","","","","","James","Harden","Harden","94"
"3","3","10.04","10.04","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Jump Shot","142","","237","","51-56","51-56","22","22","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","94"
"3","3","10.03","10.03","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","51-56","51-56","","","","","","","","","","","","","","","","","","Jason","Kidd","Kidd","94"
"3","3","9.51","9.51","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Step Back Jump Shot","369","","106","","51-56","51-56","13","13","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","94"
"3","3","9.48","9.48","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","51-56","51-56","","","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","94"
"3","3","9.27","9.27","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","98","","267","","51-56","51-56","26","26","","","","","","","","","","","","","","","","Kevin","Durant","Durant","94"
"3","3","9.26","9.26","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","51-56","51-56","","","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","94"
"3","3","9.16","9.16","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Floating Jump Shot","330","","114","","51-56","51-56","10","10","","","","","","","","","","","","","","","","Shawn","Marion","Marion","94"
"3","3","9.13","9.13","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","51-56","51-56","","","","","","","","","","","","","","","","","","James","Harden","Harden","94"
"3","3","9.13","9.13","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","James Harden","","","","","","","","","","","","","","Personal","Personal","","","","","51-56","51-56","","","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","86"
"3","3","8.57","8.57","Oklahoma City Thunder","Oklahoma City Thunder","turnover","turnover","","","","","","","","","","","","","","bad pass","Bad Pass","","","Dirk Nowitzki","","","","","","","","51-56","51-56","","","","","","","","","","","","","","","","","","Kevin","Durant","Durant","94"
"3","3","8.46","8.46","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Turnaround Jump Shot","256","","185","","51-58","51-58","14","14","Jason","Kidd","Kidd","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","97"
"3","3","8.26","8.26","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Jump Shot","437","","91","","51-58","51-58","19","19","","","","","","","","","","","","","","","","James","Harden","Harden","94"
"3","3","8.25","8.25","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","51-58","51-58","","","","","","","","","","","","","","","","","","Shawn","Marion","Marion","94"
"3","3","8.09","8.09","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","43","","177","","51-58","51-58","24","24","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","94"
"3","3","8.08","8.08","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","51-58","51-58","","","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","94"
"3","3","8.06","8.06","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","Russell Westbrook","","","","","","","","","","","","","","Personal","Personal","","","","","51-58","51-58","","","","","","","","","","","","","","","","","","Jason","Kidd","Kidd","86"
"3","3","7.50","7.50","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","315","","299","","51-58","51-58","26","26","","","","","","","","","","","","","","","","Kevin","Durant","Durant","94"
"3","3","7.49","7.49","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","51-58","51-58","","","","","","","","","","","","","","","","","","Brendan","Haywood","Haywood","94"
"3","3","7.36","7.36","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Running Layup","271","","53","","51-60","51-60","2","2","","","","","","","","","","","","","","","","Delonte","West","West","97"
"3","3","7.12","7.12","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Driving Layup","235","","54","","51-60","51-60","2","2","","","","","","","","","","","","","","","","James","Harden","Harden","94"
"3","3","7.09","7.09","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","51-60","51-60","","","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","94"
"3","3","7.00","7.00","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Floating Jump Shot","311","","130","","51-62","51-62","10","10","","","","","","","","","","","","","","","","Shawn","Marion","Marion","97"
"3","3","6.59","6.59","Oklahoma City Thunder","Oklahoma City Thunder","timeout","timeout","","","","","","","","","","","","","","","","","","","","full","","","","","","51-62","51-62","","","","","","","","","","","","","","","","","","","","","94"
"3","3","6.42","6.42","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Step Back Jump Shot","157","","117","","53-62","53-62","11","11","","","","","","","","","","","","","","","","Kevin","Durant","Durant","97"
"3","3","6.23","6.23","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Driving Reverse Layup","245","","73","","53-64","53-64","2","2","","","","","","","","","","","","","","","","Shawn","Marion","Marion","97"
"3","3","6.02","6.02","Oklahoma City Thunder","Oklahoma City Thunder","turnover","turnover","","","","","","","","","","","","","","palming","Palming","","","","","","","","","","","53-64","53-64","","","","","","","","","","","","","","","","","","Kevin","Durant","Durant","97"
"3","3","5.57","5.57","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Turnaround Bank Shot","323","","83","","53-66","53-66","8","8","","","","","","","","","","","","","","","","Shawn","Marion","Marion","97"
"3","3","5.48","5.48","Oklahoma City Thunder","Oklahoma City Thunder","turnover","turnover","","","","","","","","","","","","","","bad pass","Bad Pass","","","","","","","","","","","53-66","53-66","","","","","","","","","","","","","","","","","","James","Harden","Harden","94"
"3","3","5.32","5.32","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Driving Layup","246","","81","","53-68","53-68","3","3","Jason","Kidd","Kidd","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","97"
"3","3","5.19","5.19","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","James Harden","","","","","","","","","","","","","","Personal","Personal","","","","","53-68","53-68","","","","","","","","","","","","","","","","","","Jason","Kidd","Kidd","86"
"3","3","5.11","5.11","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Jump Shot","145","","139","","53-68","53-68","14","14","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","94"
"3","3","5.09","5.09","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","53-68","53-68","","","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","94"
"3","3","4.59","4.59","Dallas Mavericks","Dallas Mavericks","turnover","turnover","","","","","","","","","","","","","","lost ball","Lost Ball","","","Serge Ibaka","","","","","","","","53-68","53-68","","","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","94"
"3","3","4.54","4.54","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Running Layup","250","","57","","55-68","55-68","1","1","Serge","Ibaka","Ibaka","","","","","","","","","","","","","Russell","Westbrook","Westbrook","97"
"3","3","4.44","4.44","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Dirk Nowitzki","","","","","","","","","","","","","","","","","","","","","","","55-68","55-68","","","","","","","","","","","","Lamar","Odom","Odom","Dirk","Nowitzki","Nowitzki","","","","94"
"3","3","4.44","4.44","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Delonte West","","","","","","","","","","","","","","","","","","","","","","","55-68","55-68","","","","","","","","","","","","Jason","Terry","Terry","Delonte","West","West","","","","94"
"3","3","4.38","4.38","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","358","","278","","55-68","55-68","25","25","","","","","","","","","","","","","","","","Lamar","Odom","Odom","94"
"3","3","4.37","4.37","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","55-68","55-68","","","","","","","","","","","","","","","","","","Kevin","Durant","Durant","94"
"3","3","4.19","4.19","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","Kendrick Perkins","","","","","","","","","","","","","","Personal block","Personal Block","","","","","55-68","55-68","","","","","","","","","","","","","","","","","","Brendan","Haywood","Haywood","86"
"3","3","4.19","4.19","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Serge Ibaka","","","","","","","","","","","","","","","","","","","","","","","55-68","55-68","","","","","","","","","","","","Eric","Maynor","Maynor","Serge","Ibaka","Ibaka","","","","94"
"3","3","4.13","4.13","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","Russell Westbrook","","","","","","","","","","","","","","Personal","Personal","","","","","55-68","55-68","","","","","","","","","","","","","","","","","","Brendan","Haywood","Haywood","86"
"3","3","4.13","4.13","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","1","1","","","2","2","","","","","foul","foul","missed","missed","","","","","","","","","55-68","55-68","","","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","100"
"3","3","4.13","4.13","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","55-68","55-68","","","","","","","","","","","","","","","","","","","","","94"
"3","3","4.13","4.13","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Brendan Haywood","","","","","","","","","","","","","","","","","","","","","","","55-68","55-68","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","Brendan","Haywood","Haywood","","","","94"
"3","3","4.13","4.13","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","2","2","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","56-68","56-68","","","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","97"
"3","3","3.54","3.54","Dallas Mavericks","Dallas Mavericks","turnover","turnover","","","","","","","","","","","","","","bad pass","Bad Pass","","","James Harden","","","","","","","","56-68","56-68","","","","","","","","","","","","","","","","","","Jason","Kidd","Kidd","94"
"3","3","3.51","3.51","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Driving Layup","262","","53","","58-68","58-68","1","1","","","","","","","","","","","","","","","","James","Harden","Harden","97"
"3","3","3.51","3.51","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","James Harden","","","","","","","","","","","","","","Shooting","Shooting","","","","","58-68","58-68","","","","","","","","","","","","","","","","","","Lamar","Odom","Odom","86"
"3","3","3.51","3.51","Oklahoma City Thunder","Dallas Mavericks","timeout","timeout","","","","","","","","","","","","","","","","","","","","full","","","","","","58-68","58-68","","","","","","","","","","","","","","","","","","","","","86"
"3","3","3.51","3.51","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Shawn Marion","","","","","","","","","","","","","","","","","","","","","","","58-68","58-68","","","","","","","","","","","","Vince","Carter","Carter","Shawn","Marion","Marion","","","","94"
"3","3","3.51","3.51","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","1","1","","","1","1","","1","","","foul","foul","made","made","","","","","","","","","59-68","59-68","","","","","","","","","","","","","","","","","","James","Harden","Harden","97"
"3","3","3.32","3.32","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","James Harden","","","","","","","","","","","","","","Offensive charge","Offensive Charge","","","","","59-68","59-68","","","","","","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","86"
"3","3","3.32","3.32","Dallas Mavericks","Dallas Mavericks","turnover","turnover","","","","","","","","","","","","","","offensive foul","Foul","","","","","","","","","","","59-68","59-68","","","","","","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","94"
"3","3","3.19","3.19","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Driving Layup","270","","54","","61-68","61-68","2","2","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","97"
"3","3","3.05","3.05","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","layup","Running Dunk","254","","50","","61-70","61-70","","","Vince","Carter","Carter","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","97"
"3","3","2.50","2.50","Oklahoma City Thunder","Oklahoma City Thunder","turnover","turnover","","","","","","","","","","","","","","out of bounds lost ball","Out of Bounds Lost Ball","","","","","","","","","","","61-70","61-70","","","","","","","","","","","","","","","","","","Eric","Maynor","Maynor","94"
"3","3","2.31","2.31","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Jump Shot","380","","57","","61-72","61-72","13","13","Lamar","Odom","Odom","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","97"
"3","3","2.09","2.09","Oklahoma City Thunder","Dallas Mavericks","foul","foul","","","","","","Kendrick Perkins","","","","","","","","","","","","","","Shooting","Shooting","","","","","61-72","61-72","","","","","","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","86"
"3","3","2.09","2.09","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","1","1","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","62-72","62-72","","","","","","","","","","","","","","","","","","Kendrick","Perkins","Perkins","97"
"3","3","2.09","2.09","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","James Harden","","","","","","","","","","","","","","","","","","","","","","","62-72","62-72","","","","","","","","","","","","Lazar","Hayward","Hayward","James","Harden","Harden","","","","94"
"3","3","2.09","2.09","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Jason Kidd","","","","","","","","","","","","","","","","","","","","","","","62-72","62-72","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","Jason","Kidd","Kidd","","","","94"
"3","3","2.09","2.09","Oklahoma City Thunder","Oklahoma City Thunder","free throw","free throw","","","","2","2","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","63-72","63-72","","","","","","","","","","","","","","","","","","Kendrick","Perkins","Perkins","97"
"3","3","1.47","1.47","Dallas Mavericks","Dallas Mavericks","shot","shot","Kendrick Perkins","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Layup","268","","61","","63-72","63-72","2","2","","","","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","94"
"3","3","1.47","1.47","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","63-72","63-72","","","","","","","","","","","","","","","","","","","","","94"
"3","3","1.47","1.47","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Kendrick Perkins","","","","","","","","","","","","","","","","","","","","","","","63-72","63-72","","","","","","","","","","","","Nick","Collison","Collison","Kendrick","Perkins","Perkins","","","","94"
"3","3","1.44","1.44","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","420","","239","","63-72","63-72","25","25","","","","","","","","","","","","","","","","Jason","Terry","Terry","94"
"3","3","1.43","1.43","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","63-72","63-72","","","","","","","","","","","","","","","","","","Nick","Collison","Collison","94"
"3","3","1.33","1.33","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","483","","81","","63-72","63-72","24","24","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","94"
"3","3","1.32","1.32","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","63-72","63-72","","","","","","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","94"
"3","3","1.15","1.15","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","3","3","","","","","made","made","","","jump-shot","3PT Jump Shot","22","","69","","63-75","63-75","23","","Vince","Carter","Carter","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","97"
"3","3","0.52","0.52","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Driving Layup","254","","61","","63-75","63-75","1","1","","","","","","","","","","","","","","","","Kevin","Durant","Durant","94"
"3","3","0.51","0.51","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","63-75","63-75","","","","","","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","94"
"3","3","0.38","0.38","Dallas Mavericks","Oklahoma City Thunder","foul","foul","","","","","","Vince Carter","","","","","","","","","","","","","","Shooting","Shooting","","","","","63-75","63-75","","","","","","","","","","","","","","","","","","Lazar","Hayward","Hayward","86"
"3","3","0.38","0.38","Dallas Mavericks","Dallas Mavericks","free throw","free throw","","","","1","1","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","63-76","63-76","","","","","","","","","","","","","","","","","","Vince","Carter","Carter","97"
"3","3","0.38","0.38","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Kevin Durant","","","","","","","","","","","","","","","","","","","","","","","63-76","63-76","","","","","","","","","","","","Serge","Ibaka","Ibaka","Kevin","Durant","Durant","","","","94"
"3","3","0.38","0.38","Dallas Mavericks","Dallas Mavericks","substitute","substitute","","","Lamar Odom","","","","","","","","","","","","","","","","","","","","","","","63-76","63-76","","","","","","","","","","","","Brian","Cardinal","Cardinal","Lamar","Odom","Odom","","","","94"
"3","3","0.38","0.38","Dallas Mavericks","Dallas Mavericks","free throw","free throw","","","","2","2","","","2","2","","1","","","foul","foul","made","made","","","","","","","","","63-77","63-77","","","","","","","","","","","","","","","","","","Vince","Carter","Carter","97"
"3","3","0.33","0.33","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Layup","260","","69","","63-77","63-77","2","2","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","94"
"3","3","0.33","0.33","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","65-77","63-77","","","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","91"
"3","3","0.33","0.33","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","2","2","","","","","made","made","","","jump-shot","Slam Dunk","256","","54","","65-77","65-77","1","1","","","","","","","","","","","","","","","","Serge","Ibaka","Ibaka","97"
"3","3","0.33","0.33","Oklahoma City Thunder","Oklahoma City Thunder","foul","foul","","","","","","","","","","","","","","","","","","","","Technical","Technical","","","","","65-77","65-77","","","","","","","","","","","","","","","","","","Russell","Westbrook","Westbrook","94"
"3","3","0.33","0.33","Dallas Mavericks","Dallas Mavericks","free throw","free throw","","","","1","","","","1","","","1","","","technical","Technical","made","made","","","","","","","","","65-78","65-78","","","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","91"
"3","3","0.33","0.33","Oklahoma City Thunder","Oklahoma City Thunder","substitute","substitute","","","Russell Westbrook","","","","","","","","","","","","","","","","","","","","","","","65-78","65-78","","","","","","","","","","","","Reggie","Jackson","Jackson","Russell","Westbrook","Westbrook","","","","94"
"3","3","0.11","0.11","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Turnaround Jump Shot","218","","62","","65-78","65-78","3","3","","","","","","","","","","","","","","","","Vince","Carter","Carter","94"
"3","3","0.10","0.10","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Offensive","","","","","","65-78","65-78","","","","","","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","94"
"3","3","0.00","0.00","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","481","","75","","65-78","65-78","23","","","","","","","","","","","","","","","","","Brian","Cardinal","Cardinal","94"
"3","3","0.00","0.00","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","65-78","65-78","","","","","","","","","","","","","","","","","","Nick","Collison","Collison","94"
"4","4","11.45","11.45","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","402","","266","","65-78","65-78","26","26","","","","","","","","","","","","","","","","Reggie","Jackson","Jackson","94"
"4","4","11.44","11.44","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","65-78","65-78","","","","","","","","","","","","","","","","","","Lamar","Odom","Odom","94"
"4","4","11.29","11.29","Dallas Mavericks","Oklahoma City Thunder","foul","foul","","","","","","Vince Carter","","","","","","","","","","","","","","Personal","Personal","","","","","65-78","65-78","","","","","","","","","","","","","","","","","","Eric","Maynor","Maynor","86"
"4","4","11.16","11.16","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Step Back Jump Shot","372","","121","","65-78","65-78","14","14","","","","","","","","","","","","","","","","Dirk","Nowitzki","Nowitzki","94"
"4","4","11.14","11.14","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","65-78","65-78","","","","","","","","","","","","","","","","","","Reggie","Jackson","Jackson","94"
"4","4","11.00","11.00","Oklahoma City Thunder","Oklahoma City Thunder","shot","shot","","","","","","","","","","3","","","","","","missed","missed","","","jump-shot","3PT Jump Shot","57","","214","","65-78","65-78","25","25","","","","","","","","","","","","","","","","Reggie","Jackson","Jackson","94"
"4","4","10.58","10.58","Dallas Mavericks","Dallas Mavericks","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","65-78","65-78","","","","","","","","","","","","","","","","","","Lamar","Odom","Odom","94"
"4","4","10.46","10.46","Dallas Mavericks","Dallas Mavericks","shot","shot","","","","","","","","","","2","","","","","","missed","missed","","","jump-shot","Jump Shot","78","","57","","65-78","65-78","17","17","","","","","","","","","","","","","","","","Ian","Mahinmi","Mahinmi","94"
"4","4","10.45","10.45","Oklahoma City Thunder","Oklahoma City Thunder","rebound","rebound","","","","","","","","","","","","","","","","","","","","Defensive","","","","","","65-78","65-78","","","","","","","","","","","","","","","","","","Lazar","Hayward","Hayward","94"
